               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.027033,            0.032815,           0.0067314,             0.66209,             0.49631,             0.53287,             0.36239,            0.037904,            0.058913,            0.023904,             0.00703,             0.00703,             0.00703
                 152,             0.02682,            0.033047,           0.0065721,             0.61422,             0.50963,             0.52019,             0.35733,            0.038073,            0.057434,            0.023556,           0.0070102,           0.0070102,           0.0070102
                 153,            0.027006,            0.032889,           0.0066148,             0.63293,             0.49136,             0.51913,             0.35473,            0.037898,            0.058096,            0.023842,           0.0069904,           0.0069904,           0.0069904
                 154,            0.026773,            0.032368,           0.0065182,             0.60098,             0.52524,             0.52712,             0.36107,            0.037791,            0.058359,            0.024381,           0.0069706,           0.0069706,           0.0069706
                 155,            0.026628,            0.032956,           0.0064743,             0.60855,             0.52336,             0.53472,             0.36547,            0.037843,            0.057155,            0.024425,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027117,            0.032801,           0.0065072,             0.69178,             0.46377,              0.5243,             0.35851,            0.037897,            0.057482,            0.024622,            0.006931,            0.006931,            0.006931
                 157,            0.027018,            0.032959,           0.0064523,             0.71862,             0.47276,             0.54334,             0.37067,            0.037599,            0.057663,            0.024003,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026639,             0.03296,           0.0063009,             0.65412,             0.50232,             0.55604,             0.38229,            0.037826,            0.057205,            0.024355,           0.0068914,           0.0068914,           0.0068914
                 159,            0.026841,            0.033052,           0.0064765,             0.63101,             0.49508,             0.53712,              0.3677,             0.03802,            0.059471,            0.023553,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026624,            0.032934,           0.0063207,               0.667,             0.50137,             0.53917,             0.37371,            0.037921,            0.058354,             0.02424,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026242,            0.032533,           0.0063134,             0.69345,             0.49816,             0.53577,             0.36485,            0.037843,            0.059158,            0.024602,            0.006832,            0.006832,            0.006832
                 162,             0.02636,            0.032424,           0.0063957,             0.67743,               0.493,             0.53121,             0.36156,            0.037631,            0.058308,            0.024103,           0.0068122,           0.0068122,           0.0068122
                 163,            0.026723,            0.032897,           0.0064452,              0.6559,             0.49679,             0.52115,             0.35155,            0.037565,            0.057793,            0.024351,           0.0067924,           0.0067924,           0.0067924
                 164,             0.02687,            0.032564,           0.0063442,             0.64128,             0.51353,             0.52308,             0.35547,            0.037488,            0.058673,            0.024513,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026501,            0.032479,           0.0062812,             0.72183,                0.49,             0.53145,             0.36287,            0.037499,            0.058087,             0.02455,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026235,            0.032234,            0.006353,             0.65539,             0.51294,             0.52733,             0.35745,            0.037926,            0.057882,            0.024631,            0.006733,            0.006733,            0.006733
                 167,             0.02645,            0.032897,            0.006294,             0.67296,             0.47187,             0.52874,             0.36408,            0.037959,             0.05793,            0.024216,           0.0067132,           0.0067132,           0.0067132
                 168,            0.026329,            0.032018,           0.0062365,             0.67043,              0.4963,             0.52994,             0.36437,            0.037731,             0.05857,            0.024099,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026104,            0.031838,           0.0060703,             0.64819,             0.53937,             0.55191,             0.37847,            0.037917,            0.060156,            0.024342,           0.0066736,           0.0066736,           0.0066736
                 170,            0.026296,            0.032245,           0.0060713,             0.64972,             0.52984,             0.54019,             0.37005,            0.037705,            0.058949,            0.024375,           0.0066538,           0.0066538,           0.0066538
                 171,            0.026029,            0.031988,           0.0060727,             0.70882,             0.52017,             0.54495,             0.37822,            0.037708,            0.058618,            0.023792,            0.006634,            0.006634,            0.006634
                 172,            0.026239,            0.031855,           0.0060977,             0.69601,             0.50715,             0.53759,             0.37002,            0.038005,            0.059364,            0.024343,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025987,            0.031498,           0.0061017,             0.65323,             0.52219,             0.53816,             0.37216,            0.038106,            0.060118,            0.024542,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025959,            0.031828,           0.0059615,             0.68349,             0.50757,             0.53573,             0.36745,            0.038294,            0.060743,            0.024201,           0.0065746,           0.0065746,           0.0065746
                 175,            0.026304,            0.032089,           0.0061475,             0.72035,             0.46582,             0.52719,             0.36234,            0.038189,            0.059241,            0.023722,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02603,            0.031558,           0.0058963,             0.76587,             0.50217,             0.54864,             0.37858,            0.038127,            0.060396,            0.023619,            0.006535,            0.006535,            0.006535
                 177,            0.025488,            0.031287,           0.0058471,             0.75115,             0.48081,             0.54234,             0.37613,            0.038184,             0.06115,             0.02431,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026324,            0.032332,           0.0059314,             0.73274,             0.48359,              0.5318,             0.36443,            0.038305,            0.060458,            0.024691,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025823,            0.031996,           0.0059397,             0.73419,             0.49363,             0.53349,             0.36373,            0.038198,            0.061882,            0.024847,           0.0064756,           0.0064756,           0.0064756
                 180,            0.025977,            0.031213,            0.006054,             0.74617,             0.49755,             0.54771,             0.37526,            0.038093,            0.060303,            0.024258,           0.0064558,           0.0064558,           0.0064558
                 181,            0.026231,            0.031625,           0.0059232,             0.73735,             0.48607,             0.54244,             0.37245,            0.037775,            0.059244,            0.024697,            0.006436,            0.006436,            0.006436
                 182,               0.026,            0.032578,           0.0058461,             0.71139,             0.48611,             0.53085,              0.3701,            0.037929,            0.058923,            0.023934,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025937,            0.032173,            0.005941,             0.76121,             0.47748,             0.54057,              0.3772,             0.03799,            0.059917,             0.02401,           0.0063964,           0.0063964,           0.0063964
                 184,            0.025584,            0.031175,           0.0058636,             0.73607,             0.48116,             0.54756,             0.37838,            0.037776,            0.059384,            0.023622,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025506,            0.031175,           0.0059742,             0.72827,             0.48763,             0.55851,             0.38564,            0.038143,            0.061268,            0.024318,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025868,            0.031555,           0.0057473,             0.71331,             0.51834,              0.5601,             0.38933,            0.037942,             0.06023,            0.023785,            0.006337,            0.006337,            0.006337
                 187,            0.025241,            0.030843,           0.0056415,              0.7438,             0.50075,             0.55042,             0.38396,            0.037951,            0.060388,             0.02399,           0.0063172,           0.0063172,           0.0063172
                 188,            0.025458,            0.030772,           0.0058547,             0.69465,             0.49371,             0.53855,             0.37624,            0.037762,            0.060665,            0.023985,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025597,            0.031563,           0.0056605,             0.72391,             0.49181,             0.54175,             0.36943,            0.037815,            0.060005,            0.023877,           0.0062776,           0.0062776,           0.0062776
                 190,            0.025626,            0.031203,           0.0056691,             0.77764,             0.48283,             0.55843,             0.37898,            0.037692,            0.060196,            0.024258,           0.0062578,           0.0062578,           0.0062578
                 191,            0.025387,            0.031425,           0.0056206,             0.68561,             0.52895,             0.56397,             0.39347,            0.037694,            0.060416,            0.024729,            0.006238,            0.006238,            0.006238
                 192,             0.02532,             0.03102,           0.0058089,             0.69911,             0.52195,             0.57273,             0.39836,            0.037704,            0.060247,            0.023806,           0.0062182,           0.0062182,           0.0062182
                 193,             0.02544,            0.031088,           0.0055897,             0.70819,             0.50432,             0.55759,             0.38393,            0.037823,            0.061414,            0.024532,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024981,            0.029489,           0.0056554,             0.71367,             0.49754,             0.55245,              0.3836,            0.037581,            0.060433,            0.024022,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025237,            0.030932,            0.005714,              0.7343,             0.50929,             0.55564,             0.38344,            0.037904,            0.061393,            0.023808,           0.0061588,           0.0061588,           0.0061588
                 196,            0.025584,            0.031009,           0.0057038,             0.73441,             0.50928,             0.54843,             0.38136,            0.037925,            0.061488,            0.024005,            0.006139,            0.006139,            0.006139
                 197,            0.025014,            0.030729,           0.0056509,             0.70718,             0.51122,             0.54284,             0.37141,            0.038065,            0.061162,            0.024026,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024976,            0.030125,           0.0054206,             0.73232,             0.47593,              0.5333,             0.36795,            0.038145,            0.061175,            0.024071,           0.0060994,           0.0060994,           0.0060994
                 199,            0.025443,            0.030906,           0.0056943,             0.70836,              0.5068,             0.53362,             0.36908,            0.038135,            0.061265,             0.02437,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025362,            0.031339,           0.0057088,             0.69184,             0.50131,             0.54563,             0.38037,            0.037744,            0.060313,            0.024097,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024887,            0.030476,           0.0053326,             0.68927,             0.51186,             0.54597,             0.38355,             0.03774,            0.060045,            0.024417,             0.00604,             0.00604,             0.00604
                 202,            0.025193,            0.030683,           0.0057553,             0.68386,             0.49612,              0.5316,             0.36751,            0.037937,            0.059929,            0.024245,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025074,            0.030596,           0.0055769,             0.77799,             0.45371,             0.52919,             0.36478,            0.037841,            0.060453,            0.025007,           0.0060004,           0.0060004,           0.0060004
                 204,            0.025137,            0.030935,           0.0054589,             0.66504,             0.52268,             0.54532,              0.3784,             0.03789,            0.061168,            0.024603,           0.0059806,           0.0059806,           0.0059806
                 205,            0.025243,            0.031368,           0.0055194,             0.70716,             0.47287,             0.54103,             0.37252,            0.037725,            0.060292,            0.024978,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024518,            0.030186,           0.0054132,             0.72753,             0.49312,             0.55122,             0.38534,            0.037645,            0.059847,            0.024436,            0.005941,            0.005941,            0.005941
                 207,            0.024877,            0.030526,           0.0054472,             0.70685,             0.50051,             0.55867,             0.38692,             0.03758,            0.059613,            0.023963,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024964,            0.030178,            0.005369,             0.67066,             0.54887,             0.57094,              0.3987,            0.037552,            0.059542,            0.023755,           0.0059014,           0.0059014,           0.0059014
                 209,             0.02484,            0.029855,           0.0054019,             0.64243,             0.53565,             0.55417,             0.38944,             0.03782,            0.060641,            0.024438,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024617,            0.030869,           0.0052408,             0.63485,             0.53657,             0.55782,             0.38757,            0.037759,            0.061202,            0.024108,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024787,            0.030527,           0.0053178,             0.62212,             0.54083,             0.56102,             0.39253,            0.037631,            0.061101,            0.023853,            0.005842,            0.005842,            0.005842
                 212,            0.024919,            0.031453,           0.0053827,             0.71282,             0.49697,             0.55352,             0.38671,            0.037646,            0.061908,            0.024045,           0.0058222,           0.0058222,           0.0058222
                 213,            0.024722,            0.030078,           0.0051695,             0.78114,             0.46518,             0.54036,             0.37409,            0.037863,            0.061827,            0.024345,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024096,            0.029699,           0.0051385,             0.71687,             0.49155,             0.55354,              0.3812,            0.037849,            0.061024,            0.023933,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024962,            0.029917,            0.005225,             0.73862,             0.47263,             0.54954,             0.37817,            0.037977,            0.061896,             0.02424,           0.0057628,           0.0057628,           0.0057628
                 216,            0.023833,            0.029244,           0.0051274,             0.70173,             0.53011,             0.57461,             0.39831,            0.037894,            0.061547,            0.023772,            0.005743,            0.005743,            0.005743
                 217,            0.024786,            0.031059,           0.0052669,             0.74436,             0.47332,              0.5451,              0.3748,            0.037845,            0.060258,            0.024021,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024671,            0.030298,           0.0054033,             0.60004,             0.52853,             0.55585,             0.38292,             0.03788,            0.061252,            0.023974,           0.0057034,           0.0057034,           0.0057034
                 219,            0.024234,            0.029531,           0.0053038,             0.66759,             0.52154,             0.55664,             0.38442,            0.037891,            0.060855,             0.02422,           0.0056836,           0.0056836,           0.0056836
                 220,            0.024269,            0.030299,           0.0053493,             0.61626,             0.53905,             0.55316,             0.38192,             0.03783,            0.061085,            0.024651,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024131,            0.030077,           0.0051232,             0.60895,             0.53238,             0.55118,             0.38018,            0.037777,            0.060593,            0.024704,            0.005644,            0.005644,            0.005644
                 222,            0.023895,            0.029312,           0.0050888,             0.67089,              0.5015,             0.55711,             0.38764,            0.037631,            0.060967,            0.024678,           0.0056242,           0.0056242,           0.0056242
                 223,            0.024559,            0.030845,           0.0052912,             0.67178,               0.485,             0.54663,             0.37874,            0.037492,            0.060907,            0.024398,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023986,            0.030096,           0.0051536,             0.71519,             0.48647,              0.5415,             0.37782,            0.037725,            0.063203,            0.024481,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024447,            0.029806,           0.0053353,             0.72365,              0.4856,             0.53944,             0.37974,            0.037762,            0.063253,            0.023975,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024109,            0.029867,           0.0051355,             0.70112,             0.48551,             0.54287,              0.3765,            0.037726,            0.063107,            0.024156,            0.005545,            0.005545,            0.005545
                 227,            0.024332,            0.030376,           0.0050794,             0.72243,             0.49444,             0.54088,             0.37638,            0.037487,            0.062486,            0.024083,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024696,            0.030306,           0.0054184,             0.62567,                0.52,             0.54344,             0.37668,             0.03749,            0.062295,            0.023851,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024539,            0.029858,           0.0050554,             0.57957,             0.50958,             0.53378,             0.37475,            0.037562,            0.063085,            0.024316,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023655,            0.028931,           0.0048409,             0.59256,             0.52062,             0.54005,             0.37122,            0.037484,             0.06157,            0.024319,           0.0054658,           0.0054658,           0.0054658
                 231,            0.023853,            0.028839,           0.0050966,             0.71234,             0.49229,             0.53742,             0.37007,            0.037672,            0.062182,            0.024397,            0.005446,            0.005446,            0.005446
                 232,            0.023521,            0.028684,           0.0049157,             0.68988,             0.49105,             0.54079,             0.37368,            0.037641,            0.062923,            0.024235,           0.0054262,           0.0054262,           0.0054262
                 233,            0.023872,            0.028905,           0.0050477,             0.59649,             0.52346,             0.53814,             0.37596,            0.037811,            0.064412,            0.024079,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023836,            0.028939,           0.0049711,             0.75853,             0.45572,             0.53973,             0.37439,            0.037622,             0.06296,            0.023663,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024077,            0.029687,           0.0050722,             0.74541,              0.4534,             0.53596,             0.37081,            0.037524,            0.062932,            0.023855,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023766,            0.028916,           0.0048854,             0.72484,              0.4736,             0.53975,             0.37349,            0.037484,            0.063176,            0.023851,            0.005347,            0.005347,            0.005347
                 237,            0.023762,            0.029515,           0.0048398,             0.61859,             0.52185,             0.54595,               0.376,            0.037448,            0.062438,            0.023503,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023924,            0.028905,           0.0050401,             0.63268,             0.52401,             0.54717,             0.37645,            0.037449,            0.061756,            0.023379,           0.0053074,           0.0053074,           0.0053074
                 239,             0.02404,            0.030286,           0.0050761,              0.6924,             0.49753,             0.54597,             0.37659,            0.037494,            0.062424,            0.023767,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023758,            0.029079,           0.0048925,             0.67894,             0.50874,             0.54913,             0.38325,            0.037542,            0.062901,            0.024173,           0.0052678,           0.0052678,           0.0052678
                 241,            0.023933,            0.028647,           0.0048957,             0.66915,             0.51842,             0.56386,             0.39452,             0.03752,            0.063314,            0.024105,            0.005248,            0.005248,            0.005248
                 242,            0.023866,            0.029469,           0.0051268,             0.58401,             0.56283,             0.56814,             0.39733,            0.037486,            0.063235,            0.023603,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023912,            0.029053,           0.0049089,             0.57529,              0.5641,             0.56609,             0.39226,            0.037506,            0.062294,            0.023417,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023533,            0.029797,           0.0050541,             0.60896,             0.56172,              0.5635,             0.38859,            0.037503,            0.062045,            0.023175,           0.0051886,           0.0051886,           0.0051886
                 245,            0.023764,             0.02893,           0.0048794,             0.65418,              0.5308,             0.55808,             0.38579,            0.037614,            0.061826,            0.023792,           0.0051688,           0.0051688,           0.0051688
                 246,            0.023188,            0.028173,           0.0048798,             0.67463,             0.51059,             0.54904,             0.37763,            0.037559,            0.061841,            0.023665,            0.005149,            0.005149,            0.005149
                 247,            0.023645,            0.028903,           0.0047813,             0.65771,             0.51095,             0.55798,             0.38618,            0.037631,            0.062324,            0.023358,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023231,            0.028602,           0.0048011,             0.70661,             0.48577,             0.56226,             0.39227,            0.037686,            0.062565,            0.023601,           0.0051094,           0.0051094,           0.0051094
                 249,            0.023563,            0.028814,           0.0049615,             0.67603,             0.51774,             0.56618,             0.39353,            0.037463,             0.06204,            0.023827,           0.0050896,           0.0050896,           0.0050896
                 250,            0.023763,            0.029839,           0.0049948,             0.67723,             0.53903,             0.57111,             0.39958,            0.037422,            0.062992,            0.023658,           0.0050698,           0.0050698,           0.0050698
                 251,             0.02356,            0.028665,           0.0048611,             0.66251,             0.53951,             0.57263,             0.39809,            0.037376,            0.062745,            0.023615,             0.00505,             0.00505,             0.00505
                 252,            0.023231,            0.028661,           0.0047832,             0.64779,             0.53609,             0.56117,              0.3876,            0.037469,             0.06346,            0.023904,           0.0050302,           0.0050302,           0.0050302
                 253,            0.023428,            0.028377,           0.0046975,             0.71535,             0.49328,             0.55416,             0.38447,            0.037523,            0.063341,            0.023973,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023334,            0.028918,           0.0049286,              0.6514,             0.55658,              0.5648,             0.39207,            0.037349,            0.062952,            0.023984,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023215,            0.027691,           0.0049764,             0.63334,             0.54826,             0.56355,             0.39194,            0.037413,            0.062841,             0.02382,           0.0049708,           0.0049708,           0.0049708
                 256,            0.023268,            0.028367,           0.0049072,             0.63758,             0.52682,             0.56069,             0.38663,            0.037315,            0.062965,             0.02379,            0.004951,            0.004951,            0.004951
                 257,            0.022851,            0.028503,           0.0046683,             0.63171,              0.5378,             0.56117,             0.39117,             0.03724,            0.062617,            0.023896,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023513,            0.028557,           0.0047475,              0.6301,             0.53261,             0.56023,             0.39093,            0.037365,            0.063127,            0.024124,           0.0049114,           0.0049114,           0.0049114
                 259,            0.022928,            0.027987,           0.0046047,             0.59338,             0.55518,              0.5725,              0.3982,            0.037416,             0.06272,            0.023953,           0.0048916,           0.0048916,           0.0048916
                 260,            0.023029,             0.02777,            0.004709,             0.63591,              0.5385,             0.57894,             0.39839,            0.037461,            0.062594,            0.023884,           0.0048718,           0.0048718,           0.0048718
                 261,            0.023106,            0.028541,             0.00466,             0.64483,             0.51747,              0.5678,             0.39173,            0.037396,            0.063229,             0.02412,            0.004852,            0.004852,            0.004852
                 262,            0.023031,            0.027837,           0.0045854,             0.68425,             0.51073,               0.567,             0.39189,            0.037223,            0.063288,            0.024017,           0.0048322,           0.0048322,           0.0048322
                 263,            0.022931,            0.028097,           0.0047115,             0.67205,             0.53368,             0.56507,             0.39116,             0.03726,            0.063622,            0.024024,           0.0048124,           0.0048124,           0.0048124
                 264,            0.022699,            0.027886,           0.0045763,             0.63213,             0.53399,             0.55828,             0.39579,            0.037275,            0.064254,            0.024078,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023025,            0.027792,           0.0046069,             0.61135,             0.55006,             0.56433,             0.40148,            0.037393,            0.064794,            0.024008,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022969,            0.027584,           0.0045452,             0.59935,             0.55226,             0.55785,             0.39538,            0.037386,            0.064773,            0.024015,            0.004753,            0.004753,            0.004753
                 267,            0.022633,            0.028912,            0.004649,             0.65066,             0.52467,             0.55119,             0.39006,            0.037483,            0.064791,            0.024265,           0.0047332,           0.0047332,           0.0047332
                 268,            0.023398,            0.029406,           0.0049208,             0.64371,             0.53021,              0.5504,              0.3894,            0.037331,            0.064143,            0.024386,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022936,            0.028017,           0.0046538,             0.66557,              0.5092,              0.5504,             0.38404,            0.037243,            0.064039,            0.024508,           0.0046936,           0.0046936,           0.0046936
                 270,            0.022618,            0.027613,           0.0046107,             0.64249,             0.51844,             0.54985,             0.38345,            0.037367,            0.064632,            0.024644,           0.0046738,           0.0046738,           0.0046738
                 271,            0.022573,            0.027869,           0.0046593,             0.61933,             0.52991,             0.55021,             0.38427,            0.037327,            0.063831,            0.024683,            0.004654,            0.004654,            0.004654
                 272,            0.022787,            0.027715,           0.0045928,             0.65069,             0.52183,             0.55479,             0.38692,            0.037251,            0.063582,            0.024981,           0.0046342,           0.0046342,           0.0046342
                 273,            0.022716,            0.027796,           0.0045192,             0.71802,             0.48832,             0.55615,              0.3859,            0.037298,            0.063539,            0.024765,           0.0046144,           0.0046144,           0.0046144
                 274,            0.022762,            0.028091,           0.0044994,              0.6873,             0.50411,               0.561,             0.39164,            0.037253,              0.0631,            0.024558,           0.0045946,           0.0045946,           0.0045946
                 275,            0.022943,            0.028017,            0.004657,             0.73655,             0.49433,             0.55813,             0.39111,            0.037149,            0.062506,            0.024439,           0.0045748,           0.0045748,           0.0045748
                 276,            0.022922,            0.027839,           0.0045619,             0.68966,             0.52467,             0.55884,              0.3922,            0.037134,            0.062695,            0.024293,            0.004555,            0.004555,            0.004555
                 277,             0.02278,            0.027676,           0.0046642,             0.72469,             0.50595,             0.56187,             0.39509,            0.037232,            0.062847,            0.024431,           0.0045352,           0.0045352,           0.0045352
                 278,            0.022401,             0.02759,            0.004474,             0.69329,             0.52257,             0.55852,              0.3911,            0.037386,            0.063182,            0.024608,           0.0045154,           0.0045154,           0.0045154
                 279,             0.02263,            0.027845,           0.0045287,             0.71402,              0.5081,             0.55845,             0.38905,             0.03738,            0.063238,            0.024754,           0.0044956,           0.0044956,           0.0044956
                 280,            0.022327,             0.02823,           0.0044182,             0.69033,             0.51198,             0.55252,             0.38473,            0.037378,            0.063568,            0.024982,           0.0044758,           0.0044758,           0.0044758
                 281,             0.02279,            0.027597,           0.0046649,             0.67316,             0.50986,             0.54939,             0.38442,             0.03736,            0.063808,            0.025124,            0.004456,            0.004456,            0.004456
                 282,            0.022286,            0.027621,           0.0043797,             0.66545,             0.51326,             0.54979,             0.38589,            0.037329,              0.0636,            0.025128,           0.0044362,           0.0044362,           0.0044362
                 283,            0.022185,            0.027212,           0.0044271,             0.66555,             0.51242,             0.55052,             0.38638,            0.037362,            0.063958,            0.025057,           0.0044164,           0.0044164,           0.0044164
                 284,            0.022611,            0.027199,           0.0044521,             0.71278,             0.49632,             0.55576,             0.39383,            0.037369,            0.063918,            0.025092,           0.0043966,           0.0043966,           0.0043966
                 285,             0.02223,            0.027768,            0.004472,             0.72241,             0.50521,             0.55624,             0.38853,            0.037458,             0.06408,            0.024886,           0.0043768,           0.0043768,           0.0043768
                 286,            0.022574,            0.027474,           0.0044675,             0.68748,             0.51248,             0.55283,             0.38558,             0.03752,            0.064053,            0.024811,            0.004357,            0.004357,            0.004357
                 287,            0.022476,            0.027443,           0.0045957,             0.68153,             0.52042,             0.55263,             0.38592,            0.037584,            0.064246,            0.024738,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022259,            0.027048,           0.0044057,             0.67827,             0.52728,             0.56145,             0.39472,            0.037535,            0.063659,            0.024569,           0.0043174,           0.0043174,           0.0043174
                 289,            0.022073,             0.02687,           0.0045002,             0.69056,             0.51886,             0.55346,             0.38787,            0.037487,            0.063712,             0.02437,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021996,            0.026666,           0.0043606,             0.68386,             0.52805,             0.54579,             0.38284,             0.03736,            0.063469,            0.024636,           0.0042778,           0.0042778,           0.0042778
                 291,            0.022319,            0.027479,           0.0043834,             0.64216,             0.53398,             0.54286,              0.3816,            0.037325,            0.063582,            0.024828,            0.004258,            0.004258,            0.004258
                 292,            0.022463,            0.027318,           0.0043983,             0.67625,             0.52904,             0.55244,             0.38534,            0.037316,            0.063523,            0.024588,           0.0042382,           0.0042382,           0.0042382
                 293,             0.02211,            0.027337,           0.0043397,             0.70326,             0.52204,             0.55926,             0.39236,            0.037292,            0.063349,            0.024725,           0.0042184,           0.0042184,           0.0042184
                 294,            0.021924,            0.026594,           0.0042375,             0.71588,             0.51879,             0.56082,             0.39213,            0.037311,            0.063622,              0.0245,           0.0041986,           0.0041986,           0.0041986
                 295,            0.021631,            0.026828,           0.0041593,             0.71807,             0.52011,             0.55694,             0.39186,            0.037323,            0.063984,            0.024467,           0.0041788,           0.0041788,           0.0041788
                 296,            0.021885,            0.026445,           0.0043711,             0.71627,             0.51408,             0.55235,             0.38694,            0.037375,            0.064402,            0.024414,            0.004159,            0.004159,            0.004159
                 297,            0.021703,            0.026055,           0.0042488,             0.72303,             0.50968,             0.55361,             0.38599,             0.03745,            0.064472,             0.02418,           0.0041392,           0.0041392,           0.0041392
                 298,            0.021953,            0.027204,           0.0043178,             0.72822,             0.51129,             0.55738,             0.38872,            0.037452,            0.064227,            0.024043,           0.0041194,           0.0041194,           0.0041194
                 299,            0.022454,            0.027597,           0.0043027,             0.72868,             0.50988,             0.55926,             0.38903,            0.037443,             0.06432,            0.024146,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022043,            0.026472,           0.0043767,             0.72199,             0.50779,              0.5595,             0.39142,            0.037513,            0.064868,            0.024216,           0.0040798,           0.0040798,           0.0040798
                 301,            0.022263,             0.02654,           0.0043905,             0.70138,             0.51629,             0.56002,             0.39175,            0.037549,            0.065179,            0.024181,             0.00406,             0.00406,             0.00406
                 302,             0.02141,            0.026306,            0.004011,             0.70788,             0.50842,             0.55753,             0.39194,            0.037556,            0.065394,            0.024275,           0.0040402,           0.0040402,           0.0040402
                 303,              0.0223,            0.027976,           0.0043808,             0.70558,             0.51412,             0.55726,             0.39041,            0.037602,            0.065539,            0.024389,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022096,            0.027228,           0.0042847,             0.69226,             0.51728,             0.56095,              0.3935,            0.037614,            0.065335,            0.024547,           0.0040006,           0.0040006,           0.0040006
                 305,            0.021613,            0.026332,           0.0042697,             0.67386,             0.52963,             0.55348,             0.38718,            0.037569,            0.065253,            0.024541,           0.0039808,           0.0039808,           0.0039808
                 306,            0.021701,            0.026499,           0.0042032,             0.69263,             0.51308,             0.56575,             0.39368,            0.037538,            0.065118,            0.024421,            0.003961,            0.003961,            0.003961
                 307,            0.021617,            0.026879,           0.0041951,             0.70513,             0.50997,             0.56746,               0.395,            0.037491,            0.065189,             0.02444,           0.0039412,           0.0039412,           0.0039412
                 308,            0.021192,            0.026008,           0.0041696,             0.69641,             0.51439,             0.56629,             0.39358,            0.037477,            0.065269,             0.02454,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021297,            0.026256,            0.004052,             0.69027,             0.51614,             0.56198,             0.39315,            0.037506,            0.065128,            0.024606,           0.0039016,           0.0039016,           0.0039016
                 310,            0.021605,            0.026634,           0.0040723,             0.69123,             0.52264,             0.56033,             0.39282,            0.037519,            0.065044,            0.024539,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021581,            0.026662,           0.0040872,             0.70005,             0.51939,             0.55969,             0.39345,            0.037586,            0.064898,             0.02442,            0.003862,            0.003862,            0.003862
                 312,              0.0218,            0.026605,           0.0043756,             0.71619,             0.50681,             0.56272,             0.39367,              0.0376,            0.064849,            0.024372,           0.0038422,           0.0038422,           0.0038422
